scale,timestamp,add_ms,update_ms,delete_ms,add_cpu,update_cpu,delete_cpu,add_mem,update_mem,delete_mem
75,1764308231941,0.0000,3.0000,17.0000,98.10,98.10,98.10,60.59,61.59,60.59
75,1764308232004,0.0000,7.0000,25.0000,98.10,98.10,79.30,60.81,59.86,60.11
75,1764308232078,0.0000,21.0000,47.0000,79.30,79.30,75.40,59.34,59.39,59.53
75,1764308232192,0.0000,14.0000,36.0000,75.40,75.40,75.40,59.58,58.58,58.63
75,1764308232288,0.0000,3.0000,18.0000,70.50,71.40,71.40,57.67,58.69,57.84
75,1764308232351,0.0000,28.0000,59.0000,71.40,71.40,71.70,57.00,55.95,71.16
75,1764308232489,0.0000,17.0000,41.0000,71.70,71.70,67.30,71.25,72.28,66.98
75,1764308232597,0.0000,21.0000,79.0000,67.30,67.30,111.90,66.13,63.38,54.81
75,1764308232748,0.0000,25.0000,67.0000,111.90,175.40,195.70,64.48,62.55,66.36
75,1764308232888,1.0000,12.0000,33.0000,195.70,293.90,292.30,59.94,68.00,60.28
75,1764308232986,1.0000,16.0000,42.0000,292.30,292.30,344.70,61.59,72.25,65.69
75,1764308233099,0.0000,26.0000,63.0000,344.70,344.70,313.60,65.22,63.75,62.61
75,1764308233235,1.0000,30.0000,67.0000,313.60,313.60,292.10,61.66,58.11,59.30
75,1764308233378,0.0000,4.0000,19.0000,292.10,292.10,302.50,57.80,57.58,62.30
75,1764308233450,0.0000,68.0000,52.0000,302.50,247.00,360.90,56.38,59.41,61.34
75,1764308233649,1.0000,27.0000,60.0000,360.90,364.20,364.20,60.22,58.23,59.59
75,1764308233789,0.0000,15.0000,41.0000,353.50,355.90,355.90,64.69,62.69,62.89
75,1764308233901,0.0000,30.0000,86.0000,355.90,322.30,323.20,63.17,61.69,60.50
75,1764308234066,1.0000,5.0000,27.0000,323.20,323.20,323.20,58.94,58.27,62.78
75,1764308234158,1.0000,45.0000,87.0000,323.00,319.90,337.40,60.66,59.13,59.89
75,1764308234348,1.0000,19.0000,51.0000,337.40,337.40,273.10,59.13,57.55,61.95
75,1764308234470,1.0000,3.0000,19.0000,273.10,273.10,273.10,58.72,70.63,62.94
75,1764308234541,0.0000,34.0000,90.0000,265.30,271.30,289.80,60.13,54.86,86.19
75,1764308234716,1.0000,7.0000,25.0000,289.80,289.80,289.80,85.34,86.41,84.84
